Ord_ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
2260,884,8,3077,2012-05-17,2012-05-18,PIERRE WENER,QUEBEC,QUEBEC,HOME OFFICE,4011,7,CRITICAL,1
2283,870,3,3123,2011-01-29,2011-01-31,KARL BROWN,QUEBEC,QUEBEC,HOME OFFICE,79276,31,NOT SPECIFIED,2
2305,890,3,3157,2010-09-26,2010-09-27,TRACY PODDAR,QUEBEC,QUEBEC,CORPORATE,37348,9,CRITICAL,1
24,19,8,32,2010-09-23,2010-09-25,JACK GARZA,NUNAVUT,NUNAVUT,CORPORATE,107849,27,LOW,2
2357,938,8,3238,2009-10-28,2009-10-29,SHERI GORDON,QUEBEC,QUEBEC,CORPORATE,179342,37,CRITICAL,1
236,104,3,328,2011-08-10,2011-08-11,JEREMY LONSDALE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,61558,31,HIGH,1
2488,959,8,3408,2009-05-25,2009-05-26,MITCH WEBBER,QUEBEC,QUEBEC,CORPORATE,11323,24,NOT SPECIFIED,1
2491,938,3,3413,2012-09-25,2012-09-26,SHERI GORDON,QUEBEC,QUEBEC,CORPORATE,9706,19,NOT SPECIFIED,1
2544,952,3,3483,2012-07-14,2012-07-21,STEWART VISINSKY,QUEBEC,QUEBEC,CORPORATE,1329,2,LOW,7
2603,999,8,3563,2010-10-08,2010-10-09,SALLY HUGHSBY,ONTARIO,ONTARIO,CONSUMER,14177,8,NOT SPECIFIED,1
2640,1014,8,3611,2010-09-25,2010-09-27,MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,291164,37,LOW,2
2648,1015,3,3622,2012-05-03,2012-05-05,STEVE NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,2882,14,CRITICAL,2
3824,1339,3,5302,2010-09-13,2010-09-14,KELLY COLLISTER,SASKACHEWAN,PRARIE,CONSUMER,11684,22,HIGH,1
3834,1342,3,5316,2009-04-27,2009-04-29,NEIL KNUDSON,SASKACHEWAN,PRARIE,HOME OFFICE,56485,10,CRITICAL,2
3834,1342,8,5316,2009-04-27,2009-04-29,NEIL KNUDSON,SASKACHEWAN,PRARIE,HOME OFFICE,57233,14,CRITICAL,2
3906,1329,3,5421,2012-09-14,2012-09-15,JONATHAN DOHERTY,SASKACHEWAN,PRARIE,CORPORATE,171065,40,HIGH,1
3912,1355,8,5429,2010-04-15,2010-04-15,JEREMY LONSDALE,SASKACHEWAN,PRARIE,CORPORATE,26914,8,MEDIUM,0
403,154,8,543,2009-12-19,2009-12-20,CARLOS SOLTERO,PRINCE EDWARD ISLAND,ATLANTIC,CONSUMER,148344,38,CRITICAL,1
3107,1141,3,5438,2009-07-09,2009-07-11,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,1694944,31,CRITICAL,2
3958,1367,3,5500,2010-12-12,2010-12-13,SAPHHIRA SHIFLEY,SASKACHEWAN,PRARIE,CONSUMER,6396,33,NOT SPECIFIED,1
3299,1177,3,5504,2012-09-23,2012-09-25,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,78885,21,LOW,2
4001,1367,3,5569,2009-11-26,2009-11-27,SAPHHIRA SHIFLEY,SASKACHEWAN,PRARIE,CONSUMER,2763,49,CRITICAL,1
4045,1383,8,5635,2012-09-05,2012-09-06,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,17472,9,MEDIUM,1
4045,1383,3,5635,2012-09-05,2012-09-06,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,5597,4,MEDIUM,1
4081,1376,8,5690,2009-12-28,2009-12-30,TOBY SWINDELL,SASKACHEWAN,PRARIE,SMALL BUSINESS,57574,27,MEDIUM,2
4106,1397,8,5719,2010-10-02,2010-10-03,TOBY CARLISLE,SASKACHEWAN,PRARIE,HOME OFFICE,19299,6,HIGH,1
431,137,8,577,2011-07-25,2011-07-28,GIULIETTA BAPTIST,PRINCE EDWARD ISLAND,ATLANTIC,HOME OFFICE,88337,9,MEDIUM,3
4170,1400,3,5810,2009-11-12,2009-11-13,JIM EPP,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,581172,25,CRITICAL,1
4176,1400,8,5821,2012-08-01,2012-08-03,JIM EPP,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,464864,41,HIGH,2
2838,1047,3,3903,2009-03-25,2009-03-25,JOE KAMBEROVA,ONTARIO,ONTARIO,SMALL BUSINESS,19363,47,LOW,0
2848,1052,8,3919,2010-05-26,2010-05-27,ART FOSTER,ONTARIO,ONTARIO,HOME OFFICE,137934,33,NOT SPECIFIED,1
1711,590,3,3951,2012-07-21,2012-07-23,PATRICIA HIRASAKI,ONTARIO,ONTARIO,HOME OFFICE,100199,44,LOW,2
2213,845,1,3119,2009-08-25,2009-08-26,ERIC BARRETO,QUEBEC,QUEBEC,CONSUMER,15033,10,HIGH,1
2293,903,1,3139,2012-01-10,2012-01-12,DARRIN SAYRE,QUEBEC,QUEBEC,CONSUMER,1274181,35,CRITICAL,2
226,65,1,314,2010-06-08,2010-06-09,MUHAMMED MACINTYRE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,116815,24,MEDIUM,1
1978,725,1,3190,2010-01-11,2010-01-11,DEBORAH BRUMFIELD,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,213863,14,HIGH,0
2414,940,1,3312,2011-05-20,2011-05-21,MAX ENGLE,QUEBEC,QUEBEC,CORPORATE,82582,36,NOT SPECIFIED,1
2456,931,5,3367,2012-01-19,2012-01-21,AARON SMAYLING,QUEBEC,QUEBEC,SMALL BUSINESS,10958,13,LOW,2
2465,949,5,3377,2010-08-09,2010-08-11,THERESA SWINT,QUEBEC,QUEBEC,CONSUMER,2436,3,HIGH,2
2473,930,5,3390,2009-10-08,2009-10-08,PAMELA STOBB,QUEBEC,QUEBEC,CONSUMER,33117,27,NOT SPECIFIED,0
247,100,1,342,2011-09-22,2011-09-24,CHARLOTTE MELTON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,12003,7,HIGH,2
2495,959,5,3421,2011-01-10,2011-01-12,MITCH WEBBER,QUEBEC,QUEBEC,CORPORATE,178268,17,CRITICAL,2
2530,798,1,3464,2010-12-20,2010-12-22,HELEN WASSERMAN,QUEBEC,QUEBEC,HOME OFFICE,773109,43,HIGH,2
2611,1011,5,3573,2009-10-11,2009-10-13,MICK HERNANDEZ,ONTARIO,ONTARIO,HOME OFFICE,15883,25,HIGH,2
2675,1028,5,3663,2012-08-05,2012-08-07,LIZ WILLINGHAM,ONTARIO,ONTARIO,CORPORATE,80216,41,CRITICAL,2
2698,992,1,3694,2010-07-25,2010-07-25,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,432226,26,MEDIUM,0
2698,992,5,3694,2010-07-25,2010-07-25,ARTHUR PRICHEP,ONTARIO,ONTARIO,HOME OFFICE,181876,39,MEDIUM,0
2722,1006,1,3731,2009-11-03,2009-11-03,XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,350833,21,CRITICAL,0
2722,1006,12,3731,2009-11-03,2009-11-03,XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,3401,12,CRITICAL,0
2722,1006,5,3731,2009-11-03,2009-11-03,XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,100895,41,CRITICAL,0
4045,1383,5,5635,2012-09-05,2012-09-06,CYNTHIA ARNTZEN,SASKACHEWAN,PRARIE,SMALL BUSINESS,227137,48,MEDIUM,1
4056,1382,5,5654,2012-05-23,2012-05-24,RANDY FERGUSON,SASKACHEWAN,PRARIE,CORPORATE,53621,25,NOT SPECIFIED,1
4057,1391,5,5657,2011-11-20,2011-11-21,BETH FRITZLER,SASKACHEWAN,PRARIE,SMALL BUSINESS,190129,41,MEDIUM,1
4079,1386,1,5686,2010-05-04,2010-05-06,CRAIG MOLINARI,SASKACHEWAN,PRARIE,SMALL BUSINESS,5259,4,NOT SPECIFIED,2
4096,1388,1,5708,2011-09-04,2011-09-06,AMY HUNT,SASKACHEWAN,PRARIE,SMALL BUSINESS,792269,21,NOT SPECIFIED,2
429,154,5,574,2009-09-15,2009-09-17,CARLOS SOLTERO,PRINCE EDWARD ISLAND,ATLANTIC,CONSUMER,3488,2,CRITICAL,2
4168,1418,5,5807,2010-02-26,2010-02-27,ANEMONE RATNER,NEW BRUNSWICK,ATLANTIC,SMALL BUSINESS,3016,30,MEDIUM,1
2993,1111,6,4141,2012-02-10,2012-02-12,MICHAEL KENNEDY,ONTARIO,ONTARIO,CORPORATE,10593,23,NOT SPECIFIED,2
3001,1080,6,4153,2012-05-02,2012-05-02,KATHERINE MURRAY,ONTARIO,ONTARIO,HOME OFFICE,22243,24,LOW,0
2050,1121,6,4155,2012-09-01,2012-09-02,JENNIFER PATT,ONTARIO,ONTARIO,HOME OFFICE,2047,6,MEDIUM,1
1281,475,6,4169,2012-09-28,2012-09-30,DANIEL RAGLIN,ONTARIO,ONTARIO,CORPORATE,67523,15,HIGH,2
3016,428,6,4180,2011-08-09,2011-08-11,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,2582,4,LOW,2
3032,1132,6,4209,2009-01-31,2009-02-01,DAVE BROOKS,ONTARIO,ONTARIO,CORPORATE,4981,6,NOT SPECIFIED,1
3049,1137,6,4235,2009-02-10,2009-02-11,IONIA MCGRATH,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,47367,41,HIGH,1
321,52,6,428,2010-02-16,2010-02-18,RALPH KNIGHT,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,73554,13,LOW,2
4324,1456,6,6029,2011-02-06,2011-02-11,TRUDY BELL,YUKON,YUKON,CONSUMER,127945,25,LOW,5
4341,1467,6,6053,2011-09-12,2011-09-14,DAVE POIRIER,YUKON,YUKON,SMALL BUSINESS,13365,26,MEDIUM,2
453,152,6,607,2009-10-11,2009-10-13,CHUCK MAGEE,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,3364,3,MEDIUM,2
4376,1493,6,6098,2009-11-16,2009-11-16,GIULIETTA DORTCH,YUKON,YUKON,CORPORATE,16831,22,CRITICAL,0
4378,1483,6,6101,2011-03-01,2011-03-04,BRADLEY DRUCKER,YUKON,YUKON,SMALL BUSINESS,1928,24,NOT SPECIFIED,3
4385,1499,6,6114,2010-04-07,2010-04-08,ERIC MURDOCK,YUKON,YUKON,HOME OFFICE,6391,9,CRITICAL,1
4409,1513,6,6145,2009-06-12,2009-06-14,JULIA BARNETT,YUKON,YUKON,CORPORATE,167648,28,HIGH,2
460,161,6,616,2009-03-19,2009-03-19,NOAH CHILDS,PRINCE EDWARD ISLAND,ATLANTIC,HOME OFFICE,37467,29,HIGH,0
4447,1525,6,6195,2010-07-26,2010-07-27,DAVID BREMER,YUKON,YUKON,CORPORATE,1502,15,NOT SPECIFIED,1
4524,1482,6,6296,2010-07-09,2010-07-09,CHRISTY BRITTAIN,YUKON,YUKON,CONSUMER,38813,18,MEDIUM,0
4580,1558,6,6374,2010-02-01,2010-02-03,JAY FINE,YUKON,YUKON,CONSUMER,34394,50,NOT SPECIFIED,2
473,172,6,638,2009-11-10,2009-11-10,JOY SMITH,MANITOBA,PRARIE,CONSUMER,6248,4,HIGH,0
4587,1471,6,6382,2012-01-26,2012-01-27,NORA PAIGE,YUKON,YUKON,SMALL BUSINESS,10741,5,MEDIUM,1
4659,1579,6,6492,2011-07-12,2011-07-14,ADAM HART,BRITISH COLUMBIA,WEST,CORPORATE,145159,26,LOW,2
485,178,6,653,2010-02-12,2010-02-12,HILARY HOLDEN,MANITOBA,PRARIE,CORPORATE,4602,42,CRITICAL,0
4681,1614,6,6530,2011-10-20,2011-10-23,JEREMY PISTEK,BRITISH COLUMBIA,WEST,CORPORATE,4531,11,CRITICAL,3
4683,1622,6,6533,2009-08-14,2009-08-15,BERENIKE KAMPE,BRITISH COLUMBIA,WEST,CORPORATE,131168,31,CRITICAL,1
4691,1623,6,6547,2010-05-13,2010-05-17,BOBBY ELIAS,BRITISH COLUMBIA,WEST,SMALL BUSINESS,130585,40,LOW,4
1574,486,6,2172,2010-12-21,2010-12-22,TAMARA DAHLEN,ONTARIO,ONTARIO,CORPORATE,10232,15,MEDIUM,1
1575,500,6,2173,2011-10-03,2011-10-05,EILEEN KIEFER,ONTARIO,ONTARIO,CONSUMER,94554,48,LOW,2
1701,587,9,2357,2011-10-23,2011-10-23,SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,110228,44,NOT SPECIFIED,0
1709,577,4,2367,2009-03-18,2009-03-18,THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,3564645,19,CRITICAL,0
1740,596,4,2408,2009-11-08,2009-11-13,SHAHID COLLISTER,ONTARIO,ONTARIO,HOME OFFICE,85584715,50,LOW,5
13,12,10,2477,2012-02-14,2012-02-15,SYLVIA FOULSTON,NUNAVUT,NUNAVUT,HOME OFFICE,446223,44,CRITICAL,1
1814,1550,9,2507,2011-01-24,2011-01-26,AMY COX,YUKON,YUKON,SMALL BUSINESS,4955,44,NOT SPECIFIED,2
1817,624,16,2510,2011-09-15,2011-09-15,JAY FINE,NEWFOUNDLAND,ATLANTIC,CONSUMER,57795,39,MEDIUM,0
1817,624,9,2510,2011-09-15,2011-09-15,JAY FINE,NEWFOUNDLAND,ATLANTIC,CONSUMER,16895,18,MEDIUM,0
2011,756,4,2749,2011-06-29,2011-06-30,ASTREA JONES,NOVA SCOTIA,ATLANTIC,CORPORATE,3243175,10,CRITICAL,1
5294,1785,10,7389,2012-05-30,2012-06-01,CARI SAYRE,ALBERTA,WEST,HOME OFFICE,297621,31,HIGH,2
5294,1785,4,7389,2012-05-30,2012-06-01,CARI SAYRE,ALBERTA,WEST,HOME OFFICE,18941655,37,HIGH,2
5319,1782,4,7428,2011-05-27,2011-05-28,LARRY TRON,ALBERTA,WEST,HOME OFFICE,8916075,49,CRITICAL,1
5322,1791,4,7433,2009-06-03,2009-06-03,GRACE KELLY,ALBERTA,WEST,CONSUMER,4470405,8,LOW,0
5418,1796,4,7566,2011-03-03,2011-03-08,ROY PHAN,ALBERTA,WEST,CONSUMER,4418045,8,LOW,5
5462,1820,4,7632,2012-11-26,2012-11-27,ADRIAN SHAMI,ALBERTA,WEST,CONSUMER,1758565,10,NOT SPECIFIED,1
5474,1824,4,7647,2010-08-09,2010-08-09,SHUI TOM,ALBERTA,WEST,CONSUMER,2288642,32,NOT SPECIFIED,0
5483,1793,4,7661,2012-05-08,2012-05-09,RUBEN DARTT,ALBERTA,WEST,CORPORATE,2045066,14,MEDIUM,1
1659,1813,9,7667,2009-02-16,2009-02-16,ERICA SMITH,ALBERTA,WEST,SMALL BUSINESS,12953,24,MEDIUM,0
5495,1795,4,7681,2012-12-16,2012-12-17,TONY SAYRE,ALBERTA,WEST,SMALL BUSINESS,15589425,50,CRITICAL,1
605,214,16,828,2009-05-15,2009-05-17,SONIA SUNLEY,BRITISH COLUMBIA,WEST,CORPORATE,7857,21,NOT SPECIFIED,2
620,214,16,848,2012-04-05,2012-04-05,SONIA SUNLEY,BRITISH COLUMBIA,WEST,CORPORATE,7703,26,NOT SPECIFIED,0
642,212,4,876,2010-01-18,2010-01-20,BARBARA FISHER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,117062,7,NOT SPECIFIED,2
662,212,4,905,2010-06-23,2010-06-24,BARBARA FISHER,BRITISH COLUMBIA,WEST,SMALL BUSINESS,50675725,50,MEDIUM,1
677,224,4,926,2012-11-10,2012-11-11,ROY SKARIA,BRITISH COLUMBIA,WEST,CORPORATE,657475,1,NOT SPECIFIED,1
683,229,4,934,2012-03-18,2012-03-20,GIULIETTA WEIMER,BRITISH COLUMBIA,WEST,CORPORATE,26348555,20,CRITICAL,2
701,240,9,959,2012-03-24,2012-03-26,SHAHID HOPKINS,BRITISH COLUMBIA,WEST,SMALL BUSINESS,35569,42,NOT SPECIFIED,2
2738,1029,3,3757,2009-05-02,2009-05-03,STEPHANIE ULPRIGHT,ONTARIO,ONTARIO,CONSUMER,17242,25,NOT SPECIFIED,1
2770,1016,3,3802,2011-01-11,2011-01-12,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,753596,46,CRITICAL,1
2770,1016,8,3802,2011-01-11,2011-01-12,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,161831,41,CRITICAL,1
2784,999,8,3825,2009-07-21,2009-07-25,SALLY HUGHSBY,ONTARIO,ONTARIO,CONSUMER,142231,33,LOW,4
2786,456,8,3827,2012-09-14,2012-09-14,SEAN O'DONNELL,ONTARIO,ONTARIO,CORPORATE,62633,14,LOW,0
2801,1024,3,3855,2011-06-10,2011-06-11,LAURA ARMSTRONG,ONTARIO,ONTARIO,SMALL BUSINESS,23668,41,MEDIUM,1
2846,1051,3,3916,2009-05-15,2009-05-15,DENNIS BOLTON,ONTARIO,ONTARIO,SMALL BUSINESS,183222,50,CRITICAL,0
2847,1050,3,3918,2012-02-04,2012-02-04,MAUREEN FRITZLER,ONTARIO,ONTARIO,CORPORATE,25861,29,CRITICAL,0
2889,1064,8,3984,2009-12-06,2009-12-08,FRED WASSERMAN,ONTARIO,ONTARIO,HOME OFFICE,16911,8,NOT SPECIFIED,2
2891,570,3,3988,2010-02-19,2010-02-22,LENA CREIGHTON,ONTARIO,ONTARIO,CORPORATE,15697,4,MEDIUM,3
2903,572,3,4004,2012-11-15,2012-11-17,LENA CREIGHTON,ONTARIO,ONTARIO,HOME OFFICE,22509,10,HIGH,2
2966,1046,8,4089,2012-03-02,2012-03-09,KEN BRENNAN,ONTARIO,ONTARIO,HOME OFFICE,13839,17,LOW,7
1804,1083,3,4104,2009-12-28,2009-12-30,ERIC BARRETO,ONTARIO,ONTARIO,SMALL BUSINESS,17767,6,LOW,2
1804,1083,8,4104,2009-12-28,2009-12-30,ERIC BARRETO,ONTARIO,ONTARIO,SMALL BUSINESS,128555,26,LOW,2
3010,1117,3,4171,2010-01-13,2010-01-14,PIERRE WENER,ONTARIO,ONTARIO,HOME OFFICE,31426,39,NOT SPECIFIED,1
3027,428,8,4199,2011-06-21,2011-06-22,JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,8227,27,MEDIUM,1
3065,1150,8,4256,2010-12-05,2010-12-05,JOHN LEE,NEW BRUNSWICK,ATLANTIC,CORPORATE,12074,44,NOT SPECIFIED,0
454,159,3,2223,2011-03-10,2011-03-11,PHILIP BROWN,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,17615,30,MEDIUM,1
1638,1433,8,2261,2011-09-23,2011-09-23,AIMEE BIXBY,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,22079,7,NOT SPECIFIED,0
1688,582,8,2336,2010-11-18,2010-11-18,TODD BOYES,ONTARIO,ONTARIO,SMALL BUSINESS,69547,30,HIGH,0
1692,584,8,2343,2010-12-09,2010-12-10,PHILLIP BREYER,ONTARIO,ONTARIO,CORPORATE,114388,15,NOT SPECIFIED,1
1696,578,3,2348,2012-02-23,2012-02-25,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,43411,37,LOW,2
1705,578,8,2362,2011-11-10,2011-11-11,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,115414,35,NOT SPECIFIED,1
1755,578,3,2434,2009-08-02,2009-08-02,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,57742,42,CRITICAL,0
725,243,6,990,2011-06-16,2011-06-16,PATRICK O'BRILL,BRITISH COLUMBIA,WEST,HOME OFFICE,7033,5,NOT SPECIFIED,0
2948,1050,6,4067,2010-07-03,2010-07-04,MAUREEN FRITZLER,ONTARIO,ONTARIO,CORPORATE,27735,41,NOT SPECIFIED,1
3057,1147,6,4246,2011-07-22,2011-07-24,QUINCY JONES,NEW BRUNSWICK,ATLANTIC,CORPORATE,23135,46,HIGH,2
3081,1153,6,4276,2010-06-06,2010-06-08,JUSTIN DEGGELLER,NEW BRUNSWICK,ATLANTIC,CORPORATE,36711,43,NOT SPECIFIED,2
3082,1142,6,4277,2012-08-12,2012-08-13,NATHAN MAUTZ,NEW BRUNSWICK,ATLANTIC,CORPORATE,15244,22,NOT SPECIFIED,1
3091,1140,6,4288,2012-06-04,2012-06-06,PATRICK JONES,NEW BRUNSWICK,ATLANTIC,HOME OFFICE,62335,16,CRITICAL,2
3176,1162,6,4407,2010-06-25,2010-06-27,STEVE CHAPMAN,MANITOBA,PRARIE,CORPORATE,4914,8,MEDIUM,2
3228,1194,6,4477,2012-09-12,2012-09-17,ROY SKARIA,MANITOBA,PRARIE,CORPORATE,28271,45,LOW,5
3252,1202,6,4511,2011-10-16,2011-10-16,HENRY GOLDWYN,MANITOBA,PRARIE,SMALL BUSINESS,1574,29,LOW,0
3289,1215,6,4563,2010-10-23,2010-10-25,SUE ANN REED,MANITOBA,PRARIE,CONSUMER,15878,23,LOW,2
3332,1177,6,4623,2009-05-07,2009-05-07,VALERIE TAKAHITO,MANITOBA,PRARIE,CONSUMER,11571,18,HIGH,0
3347,1193,6,4642,2009-02-05,2009-02-05,MICK CREBAGGA,MANITOBA,PRARIE,HOME OFFICE,22133,29,CRITICAL,0
3363,1196,6,4663,2012-08-12,2012-08-14,TANJA NORVELL,MANITOBA,PRARIE,CORPORATE,204039,50,MEDIUM,2
3391,1242,6,4700,2009-03-10,2009-03-11,THOMAS BRUMLEY,MANITOBA,PRARIE,CONSUMER,17535,36,MEDIUM,1
3392,1175,6,4702,2009-02-15,2009-02-20,PHILLIP FLATHMANN,MANITOBA,PRARIE,SMALL BUSINESS,6289,3,LOW,5
3422,1207,6,4743,2009-11-04,2009-11-06,EVAN BAILLIET,MANITOBA,PRARIE,CORPORATE,33137,36,CRITICAL,2
3430,1236,6,4755,2009-10-30,2009-11-02,RACHEL PAYNE,MANITOBA,PRARIE,CONSUMER,3418,9,CRITICAL,3
3483,1236,6,4822,2011-06-01,2011-06-03,RACHEL PAYNE,MANITOBA,PRARIE,CONSUMER,47011,25,HIGH,2
3512,1182,6,4864,2009-02-13,2009-02-13,THAIS SISSMAN,MANITOBA,PRARIE,CORPORATE,33255,48,MEDIUM,0
3454,1199,6,4788,2009-09-13,2009-09-14,NICK RADFORD,MANITOBA,PRARIE,CORPORATE,24061,35,MEDIUM,1
3535,1267,6,4895,2011-07-23,2011-07-23,RICK HANSEN,SASKACHEWAN,PRARIE,CORPORATE,25469,41,LOW,0
3537,1268,6,4897,2012-08-18,2012-08-20,TOBY GRACE,SASKACHEWAN,PRARIE,HOME OFFICE,12425,2,LOW,2
908,1263,6,4912,2011-05-28,2011-05-29,KEN HEIDEL,SASKACHEWAN,PRARIE,CORPORATE,20953,36,NOT SPECIFIED,1
3567,1264,6,4938,2012-10-16,2012-10-21,PATRICK RYAN,SASKACHEWAN,PRARIE,CORPORATE,22882,33,LOW,5
3587,1282,6,4967,2012-05-28,2012-05-30,NEOMA MURRAY,SASKACHEWAN,PRARIE,SMALL BUSINESS,2506,40,HIGH,2
3620,1267,6,5014,2011-05-05,2011-05-06,RICK HANSEN,SASKACHEWAN,PRARIE,CORPORATE,27675,50,NOT SPECIFIED,1
3638,1266,6,5037,2012-10-07,2012-10-09,WILLIAM BROWN,SASKACHEWAN,PRARIE,CORPORATE,3643,5,NOT SPECIFIED,2
3716,1306,6,5153,2012-04-16,2012-04-17,SUZANNE MCNAIR,SASKACHEWAN,PRARIE,SMALL BUSINESS,41893,13,HIGH,1
3717,1299,6,5155,2009-11-17,2009-11-17,SUNG SHARIARI,SASKACHEWAN,PRARIE,CORPORATE,12802,10,NOT SPECIFIED,0
3729,1313,6,5174,2009-05-17,2009-05-18,ALEKSANDRA GANNAWAY,SASKACHEWAN,PRARIE,HOME OFFICE,35496,43,HIGH,1
3746,1308,6,5198,2011-03-25,2011-03-27,SUZANNE MCNAIR,SASKACHEWAN,PRARIE,CORPORATE,62839,22,CRITICAL,2
3750,1315,6,5205,2009-01-05,2009-01-07,ROBERT WALDORF,SASKACHEWAN,PRARIE,HOME OFFICE,72543,23,HIGH,2
3761,1317,6,5219,2009-12-04,2009-12-08,CARL WEISS,SASKACHEWAN,PRARIE,CONSUMER,41035,48,LOW,4
3800,1321,6,5270,2012-10-26,2012-10-26,JENNIFER JACKSON,SASKACHEWAN,PRARIE,HOME OFFICE,2606,43,HIGH,0
2970,1078,6,5274,2009-01-18,2009-01-18,KRISTEN HASTINGS,ONTARIO,ONTARIO,CORPORATE,13791,29,MEDIUM,0
3804,1321,6,5276,2009-10-09,2009-10-10,JENNIFER JACKSON,SASKACHEWAN,PRARIE,HOME OFFICE,19582,29,NOT SPECIFIED,1
3850,1340,6,5338,2010-02-02,2010-02-02,DENNIS PARDUE,SASKACHEWAN,PRARIE,CORPORATE,44199,23,LOW,0
4255,1442,6,5942,2009-07-17,2009-07-18,BRUCE DEGENHARDT,YUKON,YUKON,HOME OFFICE,29091,50,NOT SPECIFIED,1
4292,1439,6,5989,2009-12-05,2009-12-07,ASHLEY JARBOE,YUKON,YUKON,HOME OFFICE,10261,20,LOW,2
448,139,6,600,2009-02-04,2009-02-08,ERICA BERN,PRINCE EDWARD ISLAND,ATLANTIC,CORPORATE,17309,20,LOW,4
4451,1527,6,6200,2009-08-18,2009-08-20,ALEKSANDRA GANNAWAY,YUKON,YUKON,HOME OFFICE,12315,23,MEDIUM,2
4540,1493,6,6319,2010-06-25,2010-06-26,GIULIETTA DORTCH,YUKON,YUKON,CORPORATE,17677,32,CRITICAL,1
4569,1511,6,6357,2012-06-22,2012-06-23,BARRY POND,YUKON,YUKON,CONSUMER,27807,48,MEDIUM,1
4594,1563,6,6389,2011-03-31,2011-04-01,PATRICK BZOSTEK,YUKON,YUKON,CONSUMER,5935,9,HIGH,1
4647,1604,6,6477,2010-02-22,2010-02-23,PATRICK BZOSTEK,BRITISH COLUMBIA,WEST,CONSUMER,1996,1,CRITICAL,1
4706,1597,6,6567,2009-04-23,2009-04-24,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,325,5,MEDIUM,1
4786,1655,6,6671,2012-03-19,2012-03-21,TRACY HOPKINS,BRITISH COLUMBIA,WEST,SMALL BUSINESS,12471,16,NOT SPECIFIED,2
4822,1654,6,6718,2012-08-19,2012-08-19,RAYMOND FAIR,BRITISH COLUMBIA,WEST,SMALL BUSINESS,26616,36,MEDIUM,0
1980,1660,6,6735,2012-12-12,2012-12-13,JULIA BARNETT,BRITISH COLUMBIA,WEST,CORPORATE,17312,24,NOT SPECIFIED,1
4843,264,6,6759,2009-10-29,2009-10-30,CATHY ARMSTRONG,BRITISH COLUMBIA,WEST,CONSUMER,1316,1,NOT SPECIFIED,1
501,188,6,676,2009-05-12,2009-05-14,JUSTIN KNIGHT,BRITISH COLUMBIA,WEST,CORPORATE,4258,4,MEDIUM,2
4878,1671,6,6806,2010-02-11,2010-02-15,CAROL DARLEY,BRITISH COLUMBIA,WEST,SMALL BUSINESS,24624,36,LOW,4
4887,1679,6,6818,2012-01-24,2012-01-24,CYNTHIA DELANEY,BRITISH COLUMBIA,WEST,CORPORATE,87875,48,LOW,0
4904,1682,6,6840,2011-11-12,2011-11-13,BARRY BLUMSTEIN,BRITISH COLUMBIA,WEST,SMALL BUSINESS,10929,21,CRITICAL,1
4102,1386,1,5715,2012-06-05,2012-06-06,CRAIG MOLINARI,SASKACHEWAN,PRARIE,SMALL BUSINESS,1475308,38,HIGH,1
4139,1401,1,5765,2010-02-14,2010-02-15,MUHAMMED YEDWAB,NEW BRUNSWICK,ATLANTIC,CONSUMER,137962,45,HIGH,1
